region,cluster_cell_type,genes
preCG,excitatory,PDE1C
preCG,excitatory,PRPF39
preCG,excitatory,TSPOAP1
preCG,excitatory,IMMP1L
preCG,excitatory,PPP4R3A
preCG,excitatory,DNAJC13
preCG,excitatory,HGSNAT
preCG,excitatory,TTC9B
preCG,excitatory,OSBPL10
preCG,excitatory,ULK1
preCG,excitatory,RAB26
preCG,excitatory,MRNIP
preCG,excitatory,AC087500.1
preCG,excitatory,PIGL
preCG,excitatory,PLA2G4C
preCG,excitatory,CLEC2L
preCG,excitatory,FIGN
preCG,excitatory,MOB1B
preCG,excitatory,EDRF1
preCG,excitatory,LINC01106
preCG,excitatory,AC013394.1
preCG,excitatory,ANTXR1
preCG,excitatory,EGLN1
preCG,excitatory,ZBED5
preCG,excitatory,LAMP1
preCG,excitatory,EIF3J
preCG,excitatory,AC092902.3
preCG,excitatory,AGPS
preCG,excitatory,TMEM50A
preCG,excitatory,RPS13
preCG,excitatory,ANXA11
preCG,excitatory,SMURF2
preCG,excitatory,RHOBTB3
preCG,excitatory,IWS1
preCG,excitatory,CPOX
preCG,excitatory,ZNF821
preCG,excitatory,ABCA6
preCG,excitatory,HIC2
preCG,excitatory,SUMO3
preCG,excitatory,NT5C3A
preCG,excitatory,PRKACA
preCG,excitatory,S100A6
preCG,excitatory,ACTR3
preCG,excitatory,VTA1
preCG,excitatory,FLYWCH1
preCG,excitatory,DCTN4
preCG,excitatory,RPLP0
preCG,excitatory,TRIR
preCG,excitatory,PFDN1
preCG,excitatory,PTDSS1
preCG,excitatory,DNAJC16
preCG,excitatory,PRMT9
preCG,excitatory,CPNE1
preCG,excitatory,MAP2K2
preCG,excitatory,SELENOO
preCG,excitatory,SLC9A7
preCG,excitatory,ZRANB1
preCG,excitatory,DEF8
preCG,excitatory,USF2
preCG,excitatory,TBC1D9B
preCG,excitatory,IPO11
preCG,excitatory,RPL21
preCG,excitatory,FAM219A
preCG,excitatory,SYT5
preCG,excitatory,AC097376.2
preCG,excitatory,BAZ2A
preCG,excitatory,NCOA3
preCG,excitatory,SRP9
preCG,excitatory,DGKH
preCG,excitatory,STK38
preCG,excitatory,MMS19
preCG,excitatory,PSEN1
preCG,excitatory,USP4
preCG,excitatory,ATXN7L3B
preCG,excitatory,TMOD3
preCG,excitatory,RIOK3
preCG,excitatory,GPR89B
preCG,excitatory,FAM131A
preCG,excitatory,VSTM2L
preCG,excitatory,TMEM259
preCG,excitatory,MAP7D1
preCG,excitatory,TTC33
preCG,excitatory,FMR1
preCG,excitatory,TPD52
preCG,excitatory,CNOT10
preCG,excitatory,PUS7
preCG,excitatory,XRN2
preCG,excitatory,ZNF331
preCG,excitatory,EHD3
preCG,excitatory,FGD4
preCG,excitatory,ALDH3A2
preCG,excitatory,PLEKHM2
preCG,excitatory,LRRTM2
preCG,excitatory,YJEFN3
preCG,excitatory,SUCLG1
preCG,excitatory,THUMPD1
preCG,excitatory,YPEL2
preCG,excitatory,ANKRD24
preCG,excitatory,SMPD4
preCG,excitatory,C8orf34
preCG,excitatory,ZFP90
preCG,excitatory,CLDND1
preCG,excitatory,LIFR
preCG,excitatory,PTCHD4
preCG,excitatory,CAMSAP1
preCG,excitatory,RNF217
preCG,excitatory,RBAK-RBAKDN
preCG,excitatory,PPP6C
preCG,excitatory,NPRL3
preCG,excitatory,ARFIP1
preCG,excitatory,PPID
preCG,excitatory,KRR1
preCG,excitatory,WDR61
preCG,excitatory,SEPT9
preCG,excitatory,WDFY2
preCG,excitatory,USP43
preCG,excitatory,FANCL
preCG,excitatory,CBX3
preCG,excitatory,LTBP3
preCG,excitatory,GTF2A1
preCG,excitatory,TPGS2
preCG,excitatory,TEF
preCG,excitatory,PGP
preCG,excitatory,HMOX2
preCG,excitatory,NDUFC1
preCG,excitatory,SMARCA1
preCG,excitatory,DCTN5
preCG,excitatory,SNX2
preCG,excitatory,TCEAL1
preCG,excitatory,CES4A
preCG,excitatory,PSMD8
preCG,excitatory,TNFRSF21
preCG,excitatory,WASF3
preCG,excitatory,CRIP2
preCG,excitatory,ANKS3
preCG,excitatory,SULT1A1
preCG,excitatory,CHMP4B
preCG,excitatory,GLCE
preCG,excitatory,FARP2
preCG,excitatory,PIP4P2
preCG,excitatory,LRRC37A2
preCG,excitatory,MXD1
preCG,excitatory,KCNIP2
preCG,excitatory,GOLT1B
preCG,excitatory,AKT2
preCG,excitatory,MAST2
preCG,excitatory,ZNF235
preCG,excitatory,PRKCG
preCG,excitatory,RHOA
preCG,excitatory,RBM41
preCG,excitatory,CNTRL
preCG,excitatory,TMCO3
preCG,excitatory,EXOSC6
preCG,excitatory,SUN2
preCG,excitatory,ORMDL1
preCG,excitatory,MEG3
preCG,excitatory,RHBDL1
preCG,excitatory,INPP5B
preCG,excitatory,CRYL1
preCG,excitatory,HS2ST1
preCG,excitatory,AC008537.1
preCG,excitatory,ZNHIT6
preCG,excitatory,CXXC4-AS1
preCG,excitatory,LEMD3
preCG,excitatory,LRRN2
preCG,excitatory,SPCS1
preCG,excitatory,PTH2R
preCG,excitatory,WDR41
preCG,excitatory,RSU1
preCG,excitatory,CASC3
preCG,excitatory,SRSF2
preCG,excitatory,DROSHA
preCG,excitatory,G3BP1
preCG,excitatory,UPP1
preCG,excitatory,APMAP
preCG,excitatory,CBWD3
preCG,excitatory,GLRA3
preCG,excitatory,DIAPH1
preCG,excitatory,FAAH2
preCG,excitatory,PRSS3
preCG,excitatory,KIAA0753
preCG,excitatory,LINC02217
preCG,excitatory,NBDY
preCG,excitatory,TRIM69
preCG,excitatory,MGRN1
preCG,excitatory,CDH11
preCG,excitatory,RGS12
preCG,excitatory,MINK1
preCG,excitatory,NYAP2
preCG,excitatory,AL391807.1
preCG,excitatory,OFD1
preCG,excitatory,RNF208
preCG,excitatory,ITGB3BP
preCG,excitatory,VWC2L
preCG,excitatory,RPL30
preCG,excitatory,AC087280.2
preCG,excitatory,IQGAP1
preCG,excitatory,TRNAU1AP
preCG,excitatory,PEX14
preCG,excitatory,BACH2
preCG,excitatory,TRIQK
preCG,excitatory,PRPSAP1
preCG,excitatory,REX1BD
preCG,excitatory,TAPBP
preCG,excitatory,EIF4H
preCG,excitatory,SFMBT2
preCG,excitatory,TDG
preCG,excitatory,DNAJC8
preCG,excitatory,ERH
preCG,excitatory,SNHG9
preCG,excitatory,AP1M1
preCG,excitatory,SIPA1L2
preCG,excitatory,AHSA1
preCG,excitatory,C16orf72
preCG,excitatory,MTMR6
preCG,excitatory,UGGT1
preCG,excitatory,FAM162A
preCG,excitatory,PSMD2
preCG,excitatory,AC005537.1
preCG,excitatory,NR2F1
preCG,excitatory,SH3GLB2
preCG,excitatory,APC2
preCG,excitatory,SLC30A7
preCG,excitatory,STK24
preCG,excitatory,PDIA3
preCG,excitatory,GNAI3
preCG,excitatory,ACTN2
preCG,excitatory,RALA
preCG,excitatory,CFAP69
preCG,excitatory,TXLNG
preCG,excitatory,TMEM246
preCG,excitatory,SEL1L
preCG,excitatory,ABCA9
preCG,excitatory,IFT122
preCG,excitatory,ZNF346
preCG,excitatory,MCHR2
preCG,excitatory,MFHAS1
preCG,excitatory,EIF3M
preCG,excitatory,ITGAV
preCG,excitatory,STARD9
preCG,excitatory,NECAP1
preCG,excitatory,TMEM131L
preCG,excitatory,IL6ST
preCG,excitatory,MAN2C1
preCG,excitatory,CPNE9
preCG,excitatory,PSMB1
preCG,excitatory,ZNF428
preCG,excitatory,IMMT
preCG,excitatory,RAB5A
preCG,excitatory,ANO6
preCG,excitatory,ICE2
preCG,excitatory,LGALS1
preCG,excitatory,ZNF138
preCG,excitatory,TUBGCP3
preCG,excitatory,PRPSAP2
preCG,excitatory,GIT1
preCG,excitatory,FAM78B
preCG,excitatory,TMEM163
preCG,excitatory,ZBBX
preCG,excitatory,CKMT2-AS1
preCG,excitatory,AC005154.6
preCG,excitatory,OOEP
preCG,excitatory,AC090579.1
preCG,excitatory,DYNC1LI1
preCG,excitatory,LAMB1
preCG,excitatory,ZNF862
preCG,excitatory,NEK4
preCG,excitatory,GFRA2
preCG,excitatory,PRMT8
preCG,excitatory,AC069437.1
preCG,excitatory,MOXD1
preCG,excitatory,RNASEH2B
preCG,excitatory,MSC-AS1
preCG,excitatory,DCTN2
preCG,excitatory,CX3CL1
preCG,excitatory,AC244021.1
preCG,excitatory,HPCAL1
preCG,excitatory,METTL6
preCG,excitatory,KLHL8
preCG,excitatory,TRMT112
preCG,excitatory,PDIA2
preCG,excitatory,LAMTOR5
preCG,excitatory,KCNJ9
preCG,excitatory,FBXL4
preCG,excitatory,ZNF277
preCG,excitatory,VAMP1
preCG,excitatory,SPATA5
preCG,excitatory,NDUFB9
preCG,excitatory,CTBP2
preCG,excitatory,DGLUCY
preCG,excitatory,SPOPL
preCG,excitatory,ATP5F1C
preCG,excitatory,SMC3
preCG,excitatory,SPPL2A
preCG,excitatory,DPY30
preCG,excitatory,CDS1
preCG,excitatory,HEXB
preCG,excitatory,PSMC2
preCG,excitatory,CCDC25
preCG,excitatory,PDZD8
preCG,excitatory,PTPRB
preCG,excitatory,COG7
preCG,excitatory,SLC25A23
preCG,excitatory,ZNF586
preCG,excitatory,WWC1
preCG,excitatory,TMEM248
preCG,excitatory,DENR
preCG,excitatory,SLC25A39
preCG,excitatory,MEST
preCG,excitatory,ARNT
preCG,excitatory,BHLHB9
preCG,excitatory,ESRRA
preCG,excitatory,USP10
preCG,excitatory,TM9SF4
preCG,excitatory,SPIN3
preCG,excitatory,ATG13
preCG,excitatory,JTB
preCG,excitatory,LGALS8
preCG,excitatory,ZNF318
preCG,excitatory,SMAD3
preCG,excitatory,DDX42
preCG,excitatory,CNTN2
preCG,excitatory,TSEN2
preCG,excitatory,RNF170
preCG,excitatory,WDR45B
preCG,excitatory,ARL8A
preCG,excitatory,SPCS3
preCG,excitatory,PODXL2
preCG,excitatory,ZBTB43
preCG,excitatory,LINC02398
preCG,excitatory,COPS8
preCG,excitatory,PLAGL1
preCG,excitatory,PEX1
preCG,excitatory,CTNND1
preCG,excitatory,DPH6
preCG,excitatory,ZSCAN18
preCG,excitatory,ATP5PB
preCG,excitatory,BRD8
preCG,excitatory,SPTLC1
preCG,excitatory,EI24
preCG,excitatory,AAGAB
preCG,excitatory,SDHB
preCG,excitatory,LTN1
preCG,excitatory,MRPS9
preCG,excitatory,TEX2
preCG,excitatory,SDCBP
preCG,excitatory,ATF4
preCG,excitatory,TSEN15
preCG,excitatory,THSD7A
preCG,excitatory,GALNT16
preCG,excitatory,PLGLB1
preCG,excitatory,SBDS
preCG,excitatory,RAPGEF1
preCG,excitatory,VWA3A
preCG,excitatory,FLNB
preCG,excitatory,AC019205.1
preCG,excitatory,SMIM13
preCG,excitatory,AC103855.3
preCG,excitatory,PDK2
preCG,excitatory,KCNMB2-AS1
preCG,excitatory,PALLD
preCG,excitatory,AC027644.4
preCG,excitatory,ERICH1
preCG,excitatory,MTCH2
preCG,excitatory,SMIM37
preCG,excitatory,OPN3
preCG,excitatory,FHL2
preCG,excitatory,PDGFC
preCG,excitatory,ZC4H2
preCG,excitatory,DACH1
preCG,excitatory,NUP88
preCG,excitatory,GLUL
preCG,excitatory,PWWP2A
preCG,excitatory,NVL
preCG,excitatory,TAPT1
preCG,excitatory,PACRGL
preCG,excitatory,EIF3K
preCG,excitatory,C1orf61
preCG,excitatory,CUTA
preCG,excitatory,PIR
preCG,excitatory,OTUD6B-AS1
preCG,excitatory,PNMA1
preCG,excitatory,TM2D1
preCG,excitatory,FLG-AS1
preCG,excitatory,TNFSF13B
preCG,excitatory,SLC37A3
preCG,excitatory,IFT20
preCG,excitatory,OLFM2
preCG,excitatory,ZNF692
preCG,excitatory,VDAC2
preCG,excitatory,CHFR
preCG,excitatory,CCT6A
preCG,excitatory,WBP4
preCG,excitatory,CEMIP
preCG,excitatory,MRPS26
preCG,excitatory,USP49
preCG,excitatory,PILRB
preCG,excitatory,ITPKA
preCG,excitatory,RAI1
preCG,excitatory,TAF4B
preCG,excitatory,NASP
preCG,excitatory,ART3
preCG,excitatory,TENM1
preCG,excitatory,MLXIP
preCG,excitatory,KLHL20
preCG,excitatory,SNRNP200
preCG,excitatory,VPS26A
preCG,excitatory,NEIL1
preCG,excitatory,SNN
preCG,excitatory,CDC25B
preCG,excitatory,SCAF4
preCG,excitatory,TRMT61B
preCG,excitatory,C2CD3
preCG,excitatory,UROS
preCG,excitatory,UFM1
preCG,excitatory,NUP54
preCG,excitatory,AL359915.2
preCG,excitatory,LRPAP1
preCG,excitatory,SUMF2
preCG,excitatory,ZFHX3
preCG,excitatory,FAM96B
preCG,excitatory,PSMC1
preCG,excitatory,DIDO1
preCG,excitatory,GMPS
preCG,excitatory,TMEM145
preCG,excitatory,MPHOSPH6
preCG,excitatory,SH3GL1
preCG,excitatory,MEGF8
preCG,excitatory,LIPE-AS1
preCG,excitatory,COLQ
preCG,excitatory,GFM2
preCG,excitatory,GPR63
preCG,excitatory,KLHDC1
preCG,excitatory,UBE2E1
preCG,excitatory,HDAC2
preCG,excitatory,CIZ1
preCG,excitatory,TXNL4A
preCG,excitatory,EIF4E3
preCG,excitatory,GTF2IRD1
preCG,excitatory,AC110023.1
preCG,excitatory,PER1
preCG,excitatory,EPHA3
preCG,excitatory,FILIP1L
preCG,excitatory,CCDC136
preCG,excitatory,ANKRD13D
preCG,excitatory,RASGRP1
preCG,excitatory,KLF13
preCG,excitatory,RPL22
preCG,excitatory,HPCAL4
preCG,excitatory,NIPSNAP2
preCG,excitatory,COPB1
preCG,excitatory,ATP11A
preCG,excitatory,UBE2Z
preCG,excitatory,MGLL
preCG,excitatory,MAK
preCG,excitatory,FBXL3
preCG,excitatory,PPIL4
preCG,excitatory,CDC123
preCG,excitatory,ABTB1
preCG,excitatory,NUPL2
preCG,excitatory,DENND3
preCG,excitatory,ZNF236
preCG,excitatory,RFC1
preCG,excitatory,PPP1R10
preCG,excitatory,COPG2
preCG,excitatory,IFT88
preCG,excitatory,GPR89A
preCG,excitatory,EIPR1
preCG,excitatory,FRG1-DT
preCG,excitatory,MARCKS
preCG,excitatory,UTRN
preCG,excitatory,CCT2
preCG,excitatory,SLC20A1
preCG,excitatory,TBC1D9
preCG,excitatory,SNX25
preCG,excitatory,MKRN1
preCG,excitatory,ZNF529
preCG,excitatory,GBE1
preCG,excitatory,EAPP
preCG,excitatory,TMED10
preCG,excitatory,RBBP7
preCG,excitatory,GIPC1
preCG,excitatory,SRGAP2B
preCG,excitatory,SLC9A9
preCG,excitatory,WIPI2
preCG,excitatory,DRP2
preCG,excitatory,DNAJC11
preCG,excitatory,UXS1
preCG,excitatory,MED10
preCG,excitatory,RALBP1
preCG,excitatory,H1FX
preCG,excitatory,ATP6AP1L
preCG,excitatory,RALGDS
preCG,excitatory,C1orf159
preCG,excitatory,GNL1
preCG,excitatory,CNIH1
preCG,excitatory,PTPN14
preCG,excitatory,FAM199X
preCG,excitatory,HSPA5
preCG,excitatory,GDI2
preCG,excitatory,FAM45A
preCG,excitatory,PRMT7
preCG,excitatory,SGPP2
preCG,excitatory,TMF1
preCG,excitatory,SLAIN2
preCG,excitatory,USP54
preCG,excitatory,EEF1D
preCG,excitatory,FKTN
preCG,excitatory,ZNF24
preCG,excitatory,FBXO25
preCG,excitatory,SRGAP2C
preCG,excitatory,AC113383.1
preCG,excitatory,DAZAP2
preCG,excitatory,TATDN1
preCG,excitatory,DOK5
preCG,excitatory,IFNGR2
preCG,excitatory,AGAP2
preCG,excitatory,TAF7
preCG,excitatory,MIPEP
preCG,excitatory,RPAIN
preCG,excitatory,DHCR24
preCG,excitatory,SERBP1
preCG,excitatory,MCF2
preCG,excitatory,CPNE3
preCG,excitatory,GALNT8
preCG,excitatory,UBE2M
preCG,excitatory,CFAP44
preCG,excitatory,WDR20
preCG,excitatory,TIGAR
preCG,excitatory,PANK2
preCG,excitatory,SRFBP1
preCG,excitatory,DRAP1
preCG,excitatory,COPRS
preCG,excitatory,IAH1
preCG,excitatory,C3orf38
preCG,excitatory,UGCG
preCG,excitatory,C2orf88
preCG,excitatory,ENY2
preCG,excitatory,ISCA1
preCG,excitatory,EXOC7
preCG,excitatory,GALNT7
preCG,excitatory,ZNF770
preCG,excitatory,PPP2R3A
preCG,excitatory,C4orf47
preCG,excitatory,CD2AP
preCG,excitatory,IFRD1
preCG,excitatory,TUBGCP2
preCG,excitatory,DNASE1
preCG,excitatory,GDAP1L1
preCG,excitatory,CEP97
preCG,excitatory,XPO5
preCG,excitatory,POLR3A
preCG,excitatory,CDKL3
preCG,excitatory,TXN
preCG,excitatory,TMEM33
preCG,excitatory,C12orf4
preCG,excitatory,PCMTD2
preCG,excitatory,PNMA8A
preCG,excitatory,KCTD17
preCG,excitatory,WDR27
preCG,excitatory,ARHGEF2
preCG,excitatory,CMC1
preCG,excitatory,ARPC5L
preCG,excitatory,SEMA6B
preCG,excitatory,ZNF83
preCG,excitatory,STIP1
preCG,excitatory,RRP12
preCG,excitatory,EXOSC10
preCG,excitatory,STAM2
preCG,excitatory,RPE
preCG,excitatory,ACTR1B
preCG,excitatory,ANKRD7
preCG,excitatory,GNG7
preCG,excitatory,MRPS27
preCG,excitatory,AC130650.1
preCG,excitatory,CALR
preCG,excitatory,THOC7
preCG,excitatory,PTBP3
preCG,excitatory,RAD18
preCG,excitatory,TMEM161B
preCG,excitatory,ITGB8
preCG,excitatory,MAPK1IP1L
preCG,excitatory,MED31
preCG,excitatory,DYSF
preCG,excitatory,AC139887.2
preCG,excitatory,AP3M2
preCG,excitatory,NDUFS3
preCG,excitatory,MYOM2
preCG,excitatory,TSNARE1
preCG,excitatory,AC079385.1
preCG,excitatory,ZNF326
preCG,excitatory,UCHL5
preCG,excitatory,CNIH3
preCG,excitatory,GLT1D1
preCG,excitatory,NBPF11
preCG,excitatory,CARS2
preCG,excitatory,FIS1
preCG,excitatory,CHST15
preCG,excitatory,SH2B1
preCG,excitatory,ZBTB11
preCG,excitatory,SIRT5
preCG,excitatory,MTSS1
preCG,excitatory,FGF9
preCG,excitatory,PRKCSH
preCG,excitatory,CDK11B
preCG,excitatory,BMP2K
preCG,excitatory,CA5B
preCG,excitatory,MRAS
preCG,excitatory,PFKFB3
preCG,excitatory,MVD
preCG,excitatory,SS18
preCG,excitatory,NCK2
preCG,excitatory,IL12A-AS1
preCG,excitatory,ABCB7
preCG,excitatory,SCG2
preCG,excitatory,TKT
preCG,excitatory,APOD
preCG,excitatory,LINC02241
preCG,excitatory,NPM2
preCG,excitatory,EIF4B
preCG,excitatory,NBL1
preCG,excitatory,MPC2
preCG,excitatory,C4orf3
preCG,excitatory,SLC36A1
preCG,excitatory,XPA
preCG,excitatory,ARHGAP22
preCG,excitatory,MYL6B
preCG,excitatory,SKI
preCG,excitatory,HHAT
preCG,excitatory,AC073365.1
preCG,excitatory,ARMC1
preCG,excitatory,BCO2
preCG,excitatory,NT5DC3
preCG,excitatory,BRI3BP
preCG,excitatory,NNAT
preCG,excitatory,ZFP14
preCG,excitatory,E2F3
preCG,excitatory,KYAT1
preCG,excitatory,SNCG
preCG,excitatory,CFAP161
preCG,excitatory,CTTNBP2NL
preCG,excitatory,MSMO1
preCG,excitatory,DTNBP1
preCG,excitatory,GNB2
preCG,excitatory,PRCP
preCG,excitatory,RGS11
preCG,excitatory,BANP
preCG,excitatory,COX11
preCG,excitatory,HKR1
preCG,excitatory,DYNLT3
preCG,excitatory,CDH4
preCG,excitatory,CYC1
preCG,excitatory,SLC22A10
preCG,excitatory,ANKRD27
preCG,excitatory,ASCC1
preCG,excitatory,ARL2BP
preCG,excitatory,PQLC1
preCG,excitatory,BAIAP2L1
preCG,excitatory,HSBP1
preCG,excitatory,GPLD1
preCG,excitatory,MDH2
preCG,excitatory,BRMS1L
preCG,excitatory,SGPP1
preCG,excitatory,EML1
preCG,excitatory,C1orf43
preCG,excitatory,CSNK1D
preCG,excitatory,TMEM230
preCG,excitatory,NPHP4
preCG,excitatory,CREM
preCG,excitatory,UBLCP1
preCG,excitatory,ANKRD49
preCG,excitatory,MYL12B
preCG,excitatory,RNF168
preCG,excitatory,ADAM32
preCG,excitatory,FOXRED1
preCG,excitatory,CUL2
preCG,excitatory,MSRB3
preCG,excitatory,PSMA4
preCG,excitatory,UBE2I
preCG,excitatory,AC091885.2
preCG,excitatory,DNAJC18
preCG,excitatory,MAPK8IP1
preCG,excitatory,PCDH15
preCG,excitatory,CDYL
preCG,excitatory,LAMTOR4
preCG,excitatory,CSGALNACT2
preCG,excitatory,PRDM8
preCG,excitatory,OAZ2
preCG,excitatory,PSMD3
preCG,excitatory,CHD1L
preCG,excitatory,DNM2
preCG,excitatory,KLF7
preCG,excitatory,GUCY1A1
preCG,excitatory,TTC8
preCG,excitatory,CHGB
preCG,excitatory,NDUFAF7
preCG,excitatory,TRPC5
preCG,excitatory,ATP2B3
preCG,excitatory,BMS1
preCG,excitatory,MRPS25
preCG,excitatory,AP1B1
preCG,excitatory,SMIM12
preCG,excitatory,FAM110B
preCG,excitatory,NHLRC3
preCG,excitatory,TMEM175
preCG,excitatory,CASKIN1
preCG,excitatory,PRRC2A
preCG,excitatory,MTM1
preCG,excitatory,AC116366.3
preCG,excitatory,FASTK
preCG,excitatory,TMEM120B
preCG,excitatory,MRPS31
preCG,excitatory,EIF2AK3
preCG,excitatory,KIAA1551
preCG,excitatory,LRP3
preCG,excitatory,PICK1
preCG,excitatory,OSTM1
preCG,excitatory,ZC3H7B
preCG,excitatory,SMG5
preCG,excitatory,ZBTB41
preCG,excitatory,ANGEL2
preCG,excitatory,SRP72
preCG,excitatory,NARS2
preCG,excitatory,C19orf66
preCG,excitatory,DLD
preCG,excitatory,AGK
preCG,excitatory,EXTL3
preCG,excitatory,KCTD2
preCG,excitatory,AC091138.1
preCG,excitatory,DNER
preCG,excitatory,MANBA
preCG,excitatory,C5orf24
preCG,excitatory,BRD2
preCG,excitatory,SEPT6
preCG,excitatory,ACADSB
preCG,excitatory,RIPOR2
preCG,excitatory,TCP1
preCG,excitatory,ELP3
preCG,excitatory,GAN
preCG,excitatory,LDAH
preCG,excitatory,CD81
preCG,excitatory,VRK1
preCG,excitatory,KAT2B
preCG,excitatory,DCP2
preCG,excitatory,BCAR1
preCG,excitatory,CEPT1
preCG,excitatory,PPP1R2
preCG,excitatory,GTF2H1
preCG,excitatory,KITLG
preCG,excitatory,ILF3
preCG,excitatory,COPS4
preCG,excitatory,FAM131B
preCG,excitatory,NSRP1
preCG,excitatory,WDFY1
preCG,excitatory,ING5
preCG,excitatory,CEP162
preCG,excitatory,SSBP1
preCG,excitatory,UBQLN2
preCG,excitatory,ZNF667-AS1
preCG,excitatory,AURKAIP1
preCG,excitatory,NHS
preCG,excitatory,C17orf51
preCG,excitatory,SHROOM3
preCG,excitatory,GK
preCG,excitatory,FBXL15
preCG,excitatory,AC090517.4
preCG,excitatory,NAF1
preCG,excitatory,B3GAT2
preCG,excitatory,USF3
preCG,excitatory,KIF13B
preCG,excitatory,BANF1
preCG,excitatory,NPC1
preCG,excitatory,RNF165
preCG,excitatory,BCAT1
preCG,excitatory,UBXN2A
preCG,excitatory,AMFR
preCG,excitatory,SNRPB2
preCG,excitatory,NELFCD
preCG,excitatory,PPP5C
preCG,excitatory,AC005261.1
preCG,excitatory,EIF3L
preCG,excitatory,AC105383.1
preCG,excitatory,ZMAT2
preCG,excitatory,CDH7
preCG,excitatory,KCNJ4
preCG,excitatory,PRELID2
preCG,excitatory,ARHGDIA
preCG,excitatory,CDK5RAP1
preCG,excitatory,YTHDF2
preCG,excitatory,MAP3K21
preCG,excitatory,C1D
preCG,excitatory,NDUFB5
preCG,excitatory,NUP214
preCG,excitatory,B3GAT3
preCG,excitatory,STX18
preCG,excitatory,CLINT1
preCG,excitatory,TMEM35A
preCG,excitatory,NUP160
preCG,excitatory,CSE1L
preCG,excitatory,LGR4
preCG,excitatory,FAN1
preCG,excitatory,SLC12A8
preCG,excitatory,FADS3
preCG,excitatory,CRY2
preCG,excitatory,AL450384.2
preCG,excitatory,BTF3L4
preCG,excitatory,HADHB
preCG,excitatory,UBA5
preCG,excitatory,GLO1
preCG,excitatory,TSHZ1
preCG,excitatory,FGD5-AS1
preCG,excitatory,SPP1
preCG,excitatory,PTPDC1
preCG,excitatory,ARHGAP12
preCG,excitatory,C1orf216
preCG,excitatory,CD163L1
preCG,excitatory,RPS27L
preCG,excitatory,U91319.1
preCG,excitatory,HMGCS1
preCG,excitatory,C14orf132
preCG,excitatory,ZNF680
preCG,excitatory,PTDSS2
preCG,excitatory,PDE1B
preCG,excitatory,BCL2
preCG,excitatory,NOL4L
preCG,excitatory,ZDHHC13
preCG,excitatory,B4GALNT3
preCG,excitatory,UQCRFS1
preCG,excitatory,CMPK1
preCG,excitatory,TMCO1
preCG,excitatory,TRAF3IP1
preCG,excitatory,NSG1
preCG,excitatory,RELL2
preCG,excitatory,THOC3
preCG,excitatory,SEC16A
preCG,excitatory,AGAP6
preCG,excitatory,MCRIP1
preCG,excitatory,RILPL1
preCG,excitatory,COPE
preCG,excitatory,SCGB2B2
preCG,excitatory,RAP1B
preCG,excitatory,MED21
preCG,excitatory,SAMD4A
preCG,excitatory,AC011330.3
preCG,excitatory,ASPHD1
preCG,excitatory,IFNAR1
preCG,excitatory,LRRC40
preCG,excitatory,INTS3
preCG,excitatory,TMEM9
preCG,excitatory,CXXC4
preCG,excitatory,SVIP
preCG,excitatory,HGS
preCG,excitatory,AGPAT3
preCG,excitatory,SLC11A2
preCG,excitatory,NEK9
preCG,excitatory,RRAGA
preCG,excitatory,USP16
preCG,excitatory,MTIF3
preCG,excitatory,MRPL4
preCG,excitatory,CDC5L
preCG,excitatory,GRK2
preCG,excitatory,SAR1A
preCG,excitatory,CWC22
preCG,excitatory,CNBP
preCG,excitatory,OPRM1
preCG,excitatory,ZNF791
preCG,excitatory,RAB4A
preCG,excitatory,UBXN7
preCG,excitatory,OTUD3
preCG,excitatory,C2orf72
preCG,excitatory,STAM
preCG,excitatory,TPRG1L
preCG,excitatory,SAR1B
preCG,excitatory,SLC7A8
preCG,excitatory,BCL11B
preCG,excitatory,PDPR
preCG,excitatory,VIRMA
preCG,excitatory,SNRPA1
preCG,excitatory,NXPE3
preCG,excitatory,MSH4
preCG,excitatory,GNPDA2
preCG,excitatory,SUPV3L1
preCG,excitatory,SSH1
preCG,excitatory,AC008574.1
preCG,excitatory,BDNF-AS
preCG,excitatory,APOL2
preCG,excitatory,HSPA13
preCG,excitatory,STK3
preCG,excitatory,AP4S1
preCG,excitatory,AC013652.1
preCG,excitatory,ERGIC1
preCG,excitatory,MAP2K6
preCG,excitatory,CRKL
preCG,excitatory,BMS1P14
preCG,excitatory,SEPT4
preCG,excitatory,P4HB
preCG,excitatory,MRPL3
preCG,excitatory,AC124319.2
preCG,excitatory,C19orf53
preCG,excitatory,P2RY14
preCG,excitatory,ARHGAP10
preCG,excitatory,RUFY1
preCG,excitatory,TTC26
preCG,excitatory,CHMP5
preCG,excitatory,TCF7L2
preCG,excitatory,GREB1L
preCG,excitatory,ADCY5
preCG,excitatory,HDAC3
preCG,excitatory,C1GALT1
preCG,excitatory,DNAJC2
preCG,excitatory,PIANP
preCG,excitatory,FAM192A
preCG,excitatory,PPP4R1
preCG,excitatory,ECE1
preCG,excitatory,PLCG2
preCG,excitatory,VPS51
preCG,excitatory,HAGHL
preCG,excitatory,SLC43A2
preCG,excitatory,PLEKHA2
preCG,excitatory,PFKL
preCG,excitatory,AZI2
preCG,excitatory,HSF4
preCG,excitatory,SCPEP1
preCG,excitatory,CARM1
preCG,excitatory,FBXO41
preCG,excitatory,MFAP3
preCG,excitatory,ATAD2
preCG,excitatory,CD63
preCG,excitatory,NRSN2
preCG,excitatory,POLR2E
preCG,excitatory,CEBPZ
